date,day_week,close,open,high,low,adj_close,var_day,volume
1980-07-30,3,122.23,0.0,123.93,121.16,122.23,-0.14,58060000
1980-07-31,4,121.67,0.0,122.34,119.4,121.67,-0.46,54610000
1980-08-01,5,121.21,0.0,122.38,120.08,121.21,-0.38,46440000
1980-08-04,1,120.98,0.0,121.63,119.42,120.98,-0.19,41550000
1980-08-05,2,120.74,0.0,122.09,119.96,120.74,-0.2,45510000
1980-08-06,3,121.55,0.0,122.01,119.94,121.55,0.67,45050000
1980-08-07,4,123.3,0.0,123.84,121.66,123.3,1.42,61820000
1980-08-08,5,123.61,0.0,125.23,122.82,123.61,0.25,58860000
1980-08-11,1,124.78,0.0,125.31,122.85,124.78,0.94,44690000
1980-08-12,2,123.79,0.0,125.78,123.29,123.79,-0.8,52050000
1980-08-13,3,123.28,0.0,124.67,122.49,123.28,-0.41,44350000
1980-08-14,4,125.25,0.0,125.62,122.68,125.25,1.57,47700000
1980-08-15,5,125.72,0.0,126.61,124.57,125.72,0.37,47780000
1980-08-18,1,123.39,0.0,125.28,122.82,123.39,-1.89,41890000
1980-08-19,2,122.6,0.0,124.0,121.97,122.6,-0.64,41930000
1980-08-20,3,123.77,0.0,124.27,121.91,123.77,0.95,42560000
1980-08-21,4,125.46,0.0,125.99,123.61,125.46,1.35,50770000
1980-08-22,5,126.02,0.0,127.78,125.18,126.02,0.44,58210000
1980-08-25,1,125.16,0.0,126.28,124.65,125.16,-0.69,35400000
1980-08-26,2,124.84,0.0,126.29,124.01,124.84,-0.26,41700000
1980-08-27,3,123.52,0.0,124.98,122.93,123.52,-1.07,44000000
1980-08-28,4,122.08,0.0,123.91,121.61,122.08,-1.18,39890000
1980-08-29,5,122.38,0.0,123.01,121.06,122.38,0.25,33510000
1980-09-02,2,123.74,0.0,124.36,121.79,123.74,1.1,35290000
1980-09-03,3,126.12,0.0,126.43,123.87,126.12,1.89,52370000
1980-09-04,4,125.42,0.0,127.7,124.42,125.42,-0.56,59030000
1980-09-05,5,124.88,0.0,126.12,124.08,124.88,-0.43,37990000
1980-09-08,1,123.31,0.0,125.67,122.78,123.31,-1.27,42050000
1980-09-09,2,124.07,0.0,124.52,121.94,124.07,0.61,44460000
1980-09-10,3,124.81,0.0,125.95,123.6,124.81,0.59,51430000
1980-09-11,4,125.66,0.0,126.48,124.19,125.66,0.68,44770000
1980-09-12,5,125.54,0.0,126.75,124.72,125.54,-0.1,47180000
1980-09-15,1,125.67,0.0,126.35,124.09,125.67,0.1,44630000
1980-09-16,2,126.74,0.0,127.78,125.15,126.74,0.84,57290000
1980-09-17,3,128.87,0.0,129.68,126.37,128.87,1.65,63990000
1980-09-18,4,128.4,0.0,130.38,127.63,128.4,-0.37,63390000
1980-09-19,5,129.25,0.0,130.33,127.57,129.25,0.66,53780000
1980-09-22,1,130.4,0.0,130.99,127.89,130.4,0.88,53140000
1980-09-23,2,129.43,0.0,132.17,128.55,129.43,-0.75,64390000
1980-09-24,3,130.37,0.0,131.34,128.45,130.37,0.72,56860000
1980-09-25,4,128.72,0.0,131.53,128.13,128.72,-1.28,49510000
1980-09-26,5,126.35,0.0,128.17,125.29,126.35,-1.88,49460000
1980-09-29,1,123.54,0.0,125.41,122.87,123.54,-2.27,46410000
1980-09-30,2,125.46,0.0,126.09,123.54,125.46,1.53,40290000
1980-10-01,3,127.13,0.0,127.88,124.66,127.13,1.31,48720000
1980-10-02,4,128.09,0.0,128.82,126.04,128.09,0.75,46160000
1980-10-03,5,129.33,0.0,130.44,127.65,129.33,0.96,47510000
1980-10-06,1,131.73,0.0,132.38,129.35,131.73,1.82,50130000
1980-10-07,2,131.0,0.0,132.88,130.1,131.0,-0.56,50310000
1980-10-08,3,131.65,0.0,132.78,130.28,131.65,0.49,46580000
1980-10-09,4,131.04,0.0,132.65,130.25,131.04,-0.47,43980000
1980-10-10,5,130.29,0.0,132.15,129.58,130.29,-0.58,44040000
1980-10-13,1,132.03,0.0,132.46,129.37,132.03,1.32,31360000
1980-10-14,2,132.02,0.0,133.57,131.16,132.02,-0.01,48830000
1980-10-15,3,133.7,0.0,134.35,131.59,133.7,1.26,48260000
1980-10-16,4,132.22,0.0,135.88,131.64,132.22,-1.12,65450000
1980-10-17,5,131.52,0.0,133.07,130.22,131.52,-0.53,43920000
1980-10-20,1,132.61,0.0,133.21,130.04,132.61,0.82,40910000
1980-10-21,2,131.84,0.0,134.01,130.78,131.84,-0.58,51220000
1980-10-22,3,131.92,0.0,132.97,130.62,131.92,0.06,43060000
1980-10-23,4,129.53,0.0,132.54,128.87,129.53,-1.85,49200000
1980-10-24,5,129.85,0.0,130.55,128.04,129.85,0.25,41050000
1980-10-27,1,127.88,0.0,129.94,127.34,127.88,-1.54,34430000
1980-10-28,2,128.05,0.0,128.86,126.36,128.05,0.13,40300000
1980-10-29,3,127.91,0.0,129.91,127.07,127.91,-0.11,37200000
1980-10-30,4,126.29,0.0,128.71,125.78,126.29,-1.28,39060000
1980-10-31,5,127.47,0.0,128.24,125.29,127.47,0.93,40110000
1980-11-03,1,129.04,0.0,129.85,127.23,129.04,1.22,35820000
1980-11-05,3,131.33,0.0,135.65,130.77,131.33,1.74,84080000
1980-11-06,4,128.91,0.0,131.3,128.23,128.91,-1.88,48890000
1980-11-07,5,129.18,0.0,130.08,127.74,129.18,0.21,40070000
1980-11-10,1,129.48,0.0,130.51,128.19,129.48,0.23,35720000
1980-11-11,2,131.26,0.0,132.3,129.48,131.26,1.36,41520000
1980-11-12,3,134.59,0.0,135.12,131.33,134.59,2.47,58500000
1980-11-13,4,136.49,0.0,137.21,134.12,136.49,1.39,69340000
1980-11-14,5,137.15,0.0,138.96,135.12,137.15,0.48,71630000
